no,name,attributes,ability_name,ability_desc,strong_against,weak_to,resists,resisted_by,skills,image
212,古钟蛇,"萌,毒",拨浪鼓,己方精灵每使用1次状态技能，自己入场时毒系和萌系技能威力+10。,"草,龙,武,萌,恶","恶,机械,地,幻","虫,武,草,萌","毒,机械,火,地,幽",魅惑;示弱;溃烂触碰;以毒攻毒;旋转突击;毒孢子;超级糖果;力量增效;连续毒针;生日蛋糕;撒娇;赤子之心;月光合奏;剧毒;毒液渗透;毒囊;拍击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;花香;冷风;噬心;虹光冲击;离子震荡;飞吻;星云漩涡;扬沙;毒沼;泡沫;鹰爪;伪造账单;借用;冰晶坠;埋伏;快速移动;打雪仗;撕咬;撕裂;晒太阳;有效预防;热身运动;瘴气喷射;连续爪击;追打;防御;魔法增效;鸩毒;黑手,images/sprites/古钟蛇_本来的样子.png
212,古钟蛇,"萌,毒",拨浪鼓,己方精灵每使用1次状态技能，自己入场时毒系和萌系技能威力+10。,"草,龙,武,萌,恶","恶,机械,地,幻","虫,武,草,萌","毒,机械,火,地,幽",,images/sprites/古钟蛇_本来的样子.png
213,寒音蛇,"萌,毒",拨浪鼓,己方精灵每使用1次状态技能，自己入场时毒系和萌系技能威力+10。,"草,龙,武,萌,恶","恶,机械,地,幻","虫,武,草,萌","毒,机械,火,地,幽",魅惑;示弱;溃烂触碰;以毒攻毒;旋转突击;毒孢子;超级糖果;力量增效;连续毒针;生日蛋糕;撒娇;赤子之心;月光合奏;剧毒;毒液渗透;毒囊;拍击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;花香;冷风;噬心;虹光冲击;离子震荡;飞吻;星云漩涡;扬沙;毒沼;泡沫;鹰爪;伪造账单;借用;冰晶坠;埋伏;快速移动;打雪仗;撕咬;撕裂;晒太阳;有效预防;热身运动;瘴气喷射;连续爪击;追打;防御;魔法增效;鸩毒;黑手,images/sprites/寒音蛇_本来的样子.png
213,寒音蛇,"萌,毒",拨浪鼓,己方精灵每使用1次状态技能，自己入场时毒系和萌系技能威力+10。,"草,龙,武,萌,恶","恶,机械,地,幻","虫,武,草,萌","毒,机械,火,地,幽",,images/sprites/寒音蛇_本来的样子.png
214,矮脚爬爬,虫,振奋虫心,主动击败敌方后，己方队伍获得5次随机奉献。,"草,幻,恶","翼,火","草,武","火,毒,武,翼,萌,幽,机械",蝙蝠;锐利眼神;飞断;尾后针;防御;网缚;力量吞噬;极限撕裂;以重制重;草虫冲击;虫茧;虫击;等价交换;灾厄;星星撞击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;花香;冷风;噬心;透射;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;伪造账单;偷袭;力量增效;取念;寸拳;当头棒喝;提气;斩断;暗箱操作;毒针;破绽;蛰针;跌落,images/sprites/矮脚爬爬.png
215,恶魔红钻,"虫,恶",振奋虫心,主动击败敌方后，己方队伍获得5次随机奉献。,"草,幻,恶","翼,火,光,虫,萌","草,幽,恶","武,火,光,翼,机械",蝙蝠;锐利眼神;飞断;尾后针;防御;网缚;力量吞噬;极限撕裂;以重制重;草虫冲击;虫茧;虫击;等价交换;灾厄;星星撞击;诋毁;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;花香;冷风;噬心;透射;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;伪造账单;偷袭;力量增效;取念;寸拳;当头棒喝;提气;斩断;暗箱操作;毒针;破绽;蛰针;跌落,images/sprites/恶魔红钻.png
216,火尾瓦特,火,蒸汽膨胀,己方精灵每使用1次火系技能，自己入场时获得全技能威力+10。,"草,冰,虫,机械","水,地","草,冰,萌,虫,机械","水,地,龙",防御;火焰冲锋;引燃;双响炮;力量增效;旋转突击;怒火;山火;热身运动;火云车;热身;闪燃;偷袭;猛烈撞击;恶能量;升龙咆哮;球状闪电;贯手;火焰箭;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;伪造账单;先发制人;化劲;反击拳;取念;寸拳;彼岸之手;快速移动;撕裂;斩断;有效预防;落石;连续爪击;锐利眼神,images/sprites/火尾瓦特.png
217,火尾战士,火,蒸汽膨胀,己方精灵每使用1次火系技能，自己入场时获得全技能威力+10。,"草,冰,虫,机械","水,地","草,冰,萌,虫,机械","水,地,龙",防御;火焰冲锋;引燃;双响炮;力量增效;旋转突击;怒火;山火;热身运动;火云车;热身;闪燃;偷袭;猛烈撞击;恶能量;升龙咆哮;球状闪电;贯手;火焰箭;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;伪造账单;先发制人;化劲;反击拳;取念;寸拳;彼岸之手;快速移动;撕裂;斩断;有效预防;落石;连续爪击;锐利眼神,images/sprites/火尾战士.png
218,烈火守护,火,蒸汽膨胀,己方精灵每使用1次火系技能，自己入场时获得全技能威力+10。,"草,冰,虫,机械","水,地","草,冰,萌,虫,机械","水,地,龙",防御;火焰冲锋;引燃;双响炮;力量增效;旋转突击;怒火;山火;热身运动;火云车;热身;闪燃;偷袭;猛烈撞击;恶能量;升龙咆哮;球状闪电;贯手;火焰箭;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;伪造账单;先发制人;化劲;反击拳;取念;寸拳;彼岸之手;快速移动;撕裂;斩断;有效预防;落石;连续爪击;锐利眼神,images/sprites/烈火守护.png
219,里拉鳐,水,吟游之弦,赋予的印记不会替换其他印记，而是同时生效。,"火,地,机械","草,电","火,机械","草,冰,龙",防御;水弹;洗礼;泡沫;晒太阳;水幕冲击;蓄水;潮汐;消毒法;休息回复;水波术;棘刺;打湿;魔能爆;盐水浴;星星撞击;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;念力膨胀;泥浆铠甲;毒孢子;水弹枪;羽化加速;丢冰块;主场优势;二律背反;光合作用;取念;大爆炸;寒风吹;摇篮曲;无畏之心;星轨裂变;润泽;落雨;蓄势待发;超维投射;速冻;降灵;风起,images/sprites/里拉鳐.png
220,海枝枝,"水,幽",珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,,"草,电,光,幽,恶","火,机械,普通,毒,虫,武",,拍击;甩水;勾魂;魔法增效;恐吓;嘲弄;午夜噪音;打湿;背袭;润泽;涌泉;水波术;天洪;星星撞击;黑手;升龙咆哮;磁干扰;贯手;火爪;灵媒;荆棘爪;冰爪;尾后针;虹光冲击;离子震荡;魅惑;针状物;跺地;毒沼;水弹枪;风矢;伺机而动;冷风;取念;打鼾;摇篮曲;有效预防;根吸收;汲取;消毒法;灵光;突袭;精神扰乱;落雨;追打;防御,images/sprites/海枝枝_碧蓝珊瑚.png
220,海枝枝,"水,幽",珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,,"草,电,光,幽,恶","火,机械,普通,毒,虫,武",,拍击;甩水;勾魂;魔法增效;恐吓;嘲弄;午夜噪音;打湿;背袭;润泽;涌泉;水波术;天洪;星星撞击;黑手;升龙咆哮;磁干扰;贯手;火爪;灵媒;荆棘爪;冷风;尾后针;虹光冲击;离子震荡;魅惑;针状物;跺地;毒沼;水弹枪;风矢;伺机而动;取念;打鼾;摇篮曲;有效预防;根吸收;汲取;泥巴喷射;消毒法;灵光;突袭;精神扰乱;落雨;追打;防御,images/sprites/海枝枝_碧蓝珊瑚.png
220,海枝枝,"水,幽",珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,,"草,电,光,幽,恶","火,机械,普通,毒,虫,武",,拍击;甩水;勾魂;魔法增效;恐吓;嘲弄;午夜噪音;打湿;背袭;润泽;涌泉;水波术;天洪;星星撞击;黑手;升龙咆哮;磁干扰;贯手;火焰箭;灵媒;荆棘爪;冷风;尾后针;虹光冲击;离子震荡;魅惑;针状物;跺地;毒沼;水弹枪;风矢;伺机而动;取念;打鼾;摇篮曲;有效预防;根吸收;汲取;消毒法;火爪;灵光;突袭;精神扰乱;落雨;追打;防御,images/sprites/海枝枝_碧蓝珊瑚.png
220,海枝枝,"水,幽",珊瑚骨,敌方精灵离场时，自己获得全技能能耗-3。,,"草,电,光,幽,恶","火,机械,普通,毒,虫,武",,拍击;甩水;勾魂;魔法增效;恐吓;嘲弄;午夜噪音;打湿;背袭;润泽;涌泉;水波术;天洪;星星撞击;黑手;升龙咆哮;磁干扰;贯手;火爪;灵媒;荆棘爪;冷风;尾后针;虹光冲击;离子震荡;魅惑;针状物;跺地;毒沼;水弹枪;风矢;伺机而动;取念;打鼾;摇篮曲;有效预防;根吸收;汲取;消毒法;灵光;突袭;精神扰乱;落雨;虫鸣;追打;防御,images/sprites/海枝枝_碧蓝珊瑚.png
221,多西,"机械,地",定向精炼,己方精灵每使用1次防御技能，自己入场时机械系和地面系技能威力+10%。,"冰,地,毒,萌","水,武","普通,毒,翼,虫,萌,龙,幻,电","草,水,武,机械",先发制人;啮合传递;能量守恒;齿轮扭矩;轴承支撑;鸣沙陷阱;蓄势待发;壁垒;钢钻;齿轮切开;岩土暴击;地震;地刺;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;灵媒;蜡质膜;雪替身;掩护;透射;金属噪音;碰爪;冥想;跺地;溃烂触碰;水泡盾;羽翼庇护;不动如山;刺盾;取念;吓退;嗜痛;彼岸之手;有效预防;棘刺;虚假破产;连续爪击;遁地;重击;防御,images/sprites/多西.png
222,库多西,"机械,地",定向精炼,己方精灵每使用1次防御技能，自己入场时机械系和地面系技能威力+10%。,"冰,地,毒,萌","水,武","普通,毒,翼,虫,萌,龙,幻,电","草,水,武,机械",先发制人;啮合传递;能量守恒;齿轮扭矩;轴承支撑;鸣沙陷阱;蓄势待发;壁垒;钢钻;齿轮切开;岩土暴击;地震;地刺;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;灵媒;蜡质膜;雪替身;掩护;透射;金属噪音;碰爪;冥想;跺地;溃烂触碰;水泡盾;羽翼庇护;不动如山;刺盾;取念;吓退;嗜痛;彼岸之手;有效预防;棘刺;虚假破产;连续爪击;遁地;重击;防御,images/sprites/库多西.png
223,波多西,"机械,地",定向精炼,己方精灵每使用1次防御技能，自己入场时机械系和地面系技能威力+10%。,"冰,地,毒,萌","水,武","普通,毒,翼,虫,萌,龙,幻,电","草,水,武,机械",先发制人;啮合传递;能量守恒;齿轮扭矩;轴承支撑;鸣沙陷阱;蓄势待发;壁垒;钢钻;齿轮切开;岩土暴击;地震;地刺;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;灵媒;蜡质膜;雪替身;掩护;透射;金属噪音;碰爪;冥想;跺地;溃烂触碰;水泡盾;羽翼庇护;不动如山;刺盾;取念;吓退;嗜痛;彼岸之手;有效预防;棘刺;虚假破产;连续爪击;遁地;重击;防御,images/sprites/波多西.png
224,小翼龙,"龙,翼",暴食,携带的龙系技能获得迅捷。,"草,虫,武","冰,龙,萌","草,火,水,翼,武,虫","机械,地,电",抓挠;力量增效;鹰爪;羽化加速;疾风刺;龙吟;龙炮;龙威;龙爪;俯冲猛击;龙之利爪;龙息环爆;羽刃;猛烈撞击;恶能量;角击;球状闪电;贯手;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;三连破;乘胜追击;伺机而动;偷袭;取念;吹炎;应激反应;影袭;快速移动;水花四溅;热身运动;爆冲;防御,images/sprites/小翼龙.png
225,翼龙,"龙,翼",暴食,携带的龙系技能获得迅捷。,"草,虫,武","冰,龙,萌","草,火,水,翼,武,虫","机械,地,电",抓挠;力量增效;鹰爪;羽化加速;疾风刺;龙吟;龙炮;龙威;龙爪;俯冲猛击;龙之利爪;龙息环爆;羽刃;猛烈撞击;恶能量;角击;球状闪电;贯手;火焰冲锋;灵媒;花香;冰爪;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;三连破;乘胜追击;伺机而动;偷袭;取念;吹炎;应激反应;影袭;快速移动;水花四溅;热身运动;爆冲;防御,images/sprites/翼龙.png
226,电动长颈鹿,电,蓄电池,每入场1次，永久获得双攻+20%。,"水,翼",地,"翼,电,机械","地,龙,电,草",导电撞击;过载回路;离子火花;防御;晒太阳;电弧;力量增效;先发制人;远程访问;闪击折返;增程电池;连续爪击;强制重启;星星撞击;恶能量;升龙咆哮;触电;缠丝劲;火焰冲锋;灵媒;花香;霜降;噬心;折线冲击;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;借用;倾泻;偷袭;光刃;当头棒喝;撕咬;暗突袭;有效预防;泥浆铠甲;漫反射;热身运动;裂石;贪婪;透射;震击,images/sprites/电动长颈鹿.png
227,奔乐鹿,电,蓄电池,每入场1次，永久获得双攻+20%。,"水,翼",地,"翼,电,机械","地,龙,电,草",导电撞击;过载回路;离子火花;防御;晒太阳;电弧;力量增效;先发制人;远程访问;闪击折返;增程电池;连续爪击;强制重启;星星撞击;恶能量;升龙咆哮;触电;缠丝劲;火焰冲锋;灵媒;花香;霜降;噬心;折线冲击;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;借用;倾泻;偷袭;光刃;当头棒喝;撕咬;暗突袭;有效预防;泥浆铠甲;漫反射;热身运动;裂石;贪婪;透射;震击,images/sprites/奔乐鹿.png
228,爵士鹿,电,蓄电池,每入场1次，永久获得双攻+20%。,"水,翼",地,"翼,电,机械","地,龙,电,草",导电撞击;过载回路;离子火花;防御;晒太阳;电弧;力量增效;先发制人;远程访问;闪击折返;增程电池;连续爪击;强制重启;星星撞击;恶能量;升龙咆哮;触电;缠丝劲;火焰冲锋;灵媒;花香;霜降;噬心;折线冲击;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;借用;倾泻;偷袭;光刃;当头棒喝;撕咬;暗突袭;有效预防;泥浆铠甲;漫反射;热身运动;裂石;贪婪;透射;震击,images/sprites/爵士鹿.png
228,波普鹿,电,超级电池,每入场1次，获得双攻永久+30%。,"水,翼",地,"翼,电,机械","地,龙,电,草",导电撞击;过载回路;离子火花;防御;晒太阳;电弧;力量增效;先发制人;远程访问;闪击折返;增程电池;连续爪击;强制重启;星星撞击;恶能量;升龙咆哮;触电;缠丝劲;火焰冲锋;灵媒;花香;霜降;噬心;折线冲击;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;借用;倾泻;偷袭;光刃;当头棒喝;撕咬;暗突袭;有效预防;泥浆铠甲;漫反射;热身运动;裂石;贪婪;透射;震击,images/sprites/波普鹿.png
229,缇塔,机械,向心力,1号位和2号位技能获得传动1和威力+30。,"冰,地,萌","火,水,武","普通,毒,冰,翼,虫,萌,草,机械,龙,幻","火,水,电,机械",拆卸;杠杆置换;传感器;防御;取念;先发制人;啮合传递;主轴;力量增效;齿轮扭矩;轴承支撑;齿轮切开;快速移动;阻断;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火爪;灵媒;花香;冰爪;噬心;透射;金属噪音;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;偷袭;地刺;摇篮曲;有效预防;毒囊;火焰冲锋;热身运动;石肤术;腐化;落石;连续毒针;连续爪击;震击;飞踢,images/sprites/缇塔.png
230,声波缇塔,机械,向心力,1号位和2号位技能获得传动1和威力+30。,"冰,地,萌","火,水,武","普通,毒,冰,翼,虫,萌,草,机械,龙,幻","火,水,电,机械",拆卸;杠杆置换;传感器;防御;取念;先发制人;啮合传递;主轴;力量增效;齿轮扭矩;轴承支撑;齿轮切开;快速移动;阻断;星星撞击;恶能量;升龙咆哮;球状闪电;缠丝劲;火爪;灵媒;花香;冰爪;噬心;透射;金属噪音;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;偷袭;地刺;摇篮曲;有效预防;毒囊;火焰冲锋;热身运动;石肤术;腐化;落石;连续毒针;连续爪击;震击;飞踢,images/sprites/声波缇塔.png
231,小鹬,翼,起飞加速,本场战斗首次使用的技能获得迅捷。,"草,武,虫","电,冰","草,武,虫","地,龙,电,机械",鸣叫;激怒;防御;鹰爪;飞羽;能量炮;风隐;羽翼庇护;翼击;乘风;闪击;锐利眼神;风起;扇风;应激反应;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒孢子;水弹枪;风矢;主场优势;倾泻;反击拳;吓退;复写;快速移动;提气;晒太阳;气泡;气波;水幕冲击;水花四溅;润泽;热身运动;破防;穿膛;精神扰乱;落雨,images/sprites/小鹬.png
232,鄙目鹬,翼,起飞加速,本场战斗首次使用的技能获得迅捷。,"草,武,虫","电,冰","草,武,虫","地,龙,电,机械",鸣叫;激怒;防御;鹰爪;飞羽;能量炮;风隐;羽翼庇护;翼击;乘风;闪击;锐利眼神;风起;扇风;应激反应;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒孢子;水弹枪;风矢;主场优势;倾泻;反击拳;吓退;复写;快速移动;提气;晒太阳;气泡;气波;水幕冲击;水花四溅;润泽;热身运动;破防;穿膛;精神扰乱;落雨,images/sprites/鄙目鹬.png
233,高脚鹬,翼,起飞加速,本场战斗首次使用的技能获得迅捷。,"草,武,虫","电,冰","草,武,虫","地,龙,电,机械",鸣叫;激怒;防御;鹰爪;飞羽;能量炮;风隐;羽翼庇护;翼击;乘风;闪击;锐利眼神;风起;扇风;应激反应;休息回复;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒孢子;水弹枪;风矢;主场优势;倾泻;反击拳;吓退;复写;快速移动;提气;晒太阳;气泡;气波;水幕冲击;水花四溅;润泽;热身运动;破防;穿膛;精神扰乱;落雨,images/sprites/高脚鹬.png
234,脆筒甜甜,冰,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,"草,地,龙,翼","火,地,武,机械","水,光,冰","火,冰,机械",防御;风吹雪;霜降;寒风吹;魔法增效;暴风雪;雾气环绕;冰晶坠;力量增效;旋转突击;霜天;碎冰冰;冰点;冰锋横扫;冰雹;极寒领域;星星撞击;黑手;升龙咆哮;磁干扰;贯手;火爪;灵媒;荆棘爪;冰爪;尾后针;虹光冲击;离子震荡;飞吻;针状物;跺地;毒沼;肥皂泡;风矢;倾泻;冰冻光线;勾魂;双星;坍缩;复写;幽灵爆发;恐吓;惊吓盒子;晒太阳;生日蛋糕;破罐破摔;精神扰乱;诡刺;超级糖果;阻断,images/sprites/脆筒甜甜.png
235,香草甜甜,冰,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,"草,地,龙,翼","火,地,武,机械","水,光,冰","火,冰,机械",防御;风吹雪;霜降;寒风吹;魔法增效;暴风雪;雾气环绕;冰晶坠;力量增效;旋转突击;霜天;碎冰冰;冰点;冰锋横扫;冰雹;极寒领域;星星撞击;黑手;升龙咆哮;磁干扰;贯手;火爪;灵媒;荆棘爪;冰爪;尾后针;虹光冲击;离子震荡;飞吻;针状物;跺地;毒沼;肥皂泡;风矢;倾泻;冰冻光线;勾魂;双星;坍缩;复写;幽灵爆发;恐吓;惊吓盒子;晒太阳;生日蛋糕;破罐破摔;精神扰乱;诡刺;超级糖果;阻断,images/sprites/香草甜甜.png
235,香草甜甜,冰,加个雪球,使敌方获得冻结时，也会使其获得2层冻结。,"草,地,龙,翼","火,地,武,机械","水,光,冰","火,冰,机械",防御;风吹雪;霜降;寒风吹;魔法增效;暴风雪;雾气环绕;冰晶坠;力量增效;旋转突击;霜天;碎冰冰;冰点;冰锋横扫;冰雹;极寒领域;星星撞击;黑手;升龙咆哮;磁干扰;贯手;火爪;灵媒;荆棘爪;冰爪;尾后针;虹光冲击;离子震荡;飞吻;针状物;跺地;毒沼;肥皂泡;风矢;倾泻;冰冻光线;勾魂;双星;坍缩;复写;幽灵爆发;恐吓;惊吓盒子;晒太阳;生日蛋糕;破罐破摔;精神扰乱;诡刺;超级糖果;阻断,images/sprites/香草甜甜.png
